title,content,author,dynasty,scope
秋风辞,"秋风起兮白云飞，草木黄落兮雁南归。
兰有秀兮菊有芳，怀佳人兮不能忘。
泛楼船兮济汾河，横中流兮扬素波。
箫鼓鸣兮发棹歌，欢乐极兮哀情多。
少壮几时兮奈老何！",刘彻,两汉,180首诗词
行行重行行,"行行重行行，与君生别离。
相去万余里，各在天一涯。
道路阻且长，会面安可知？
胡马依北风，越鸟巢南枝。
相去日已远，衣带日已缓。
浮云蔽白日，游子不顾返。
思君令人老，岁月忽已晚。
弃捐勿复道，努力加餐饭。",佚名,两汉,180首诗词
迢迢牵牛星,"迢迢牵牛星，皎皎河汉女。
纤纤擢素手，札札弄机杼。
终日不成章，泣涕零如雨。
河汉清且浅，相去复几许！
盈盈一水间，脉脉不得语。",佚名,两汉,180首诗词
明月何皎皎,"明月何皎皎，照我罗床帏。
忧愁不能寐，揽衣起徘徊。
客行虽云乐，不如早旋归。
出户独彷徨，愁思当告谁！
引领还入房，泪下沾裳衣。",佚名,两汉,180首诗词
生年不满百,"生年不满百，常怀千岁忧。
昼短苦夜长，何不秉烛游！
为乐当及时，何能待来兹？
愚者爱惜费，但为後世嗤。
仙人王子乔，难可与等期。",佚名,两汉,180首诗词
青青河畔草,"青青河畔草，郁郁园中柳。
盈盈楼上女，皎皎当窗牖。
娥娥红粉妆，纤纤出素手。
昔为倡家女，今为荡子妇。
荡子行不归，空床难独守。",佚名,两汉,180首诗词
和项王歌,"汉兵已略地，四方楚歌声。
大王意气尽，贱妾何聊生！",虞姬,两汉,180首诗词
怨歌行,"新裂齐纨素，皎洁如霜雪。
裁为合欢扇，团团似明月。
出入君怀袖，动摇微风发。
常恐秋节至，凉飙夺炎热。
弃捐箧笥中，恩情中道绝。",班婕妤,两汉,180首诗词
客从远方来,"客从远方来，遗我一端绮。
相去万余里，故人心尚尔。
文采双鸳鸯，裁为合欢被。
著以长相思，缘以结不解。
以胶投漆中，谁能别离此？",佚名,两汉,180首诗词
怨郎诗,"一朝别后，二地相悬。
只说是三四月，又谁知五六年？
七弦琴无心弹，八行书无可传。
九连环从中折断，十里长亭望眼欲穿。
百思想，千系念，万般无奈把郎怨。
万语千言说不完，百无聊赖，十依栏杆。

重九登高看孤雁，八月仲秋月圆人不圆。
七月半，秉烛烧香问苍天，
六月三伏天，人人摇扇我心寒。
五月石榴红似火，偏遇阵阵冷雨浇花端。
四月枇杷未黄，我欲对镜心意乱。
忽匆匆，三月桃花随水转。
飘零零，二月风筝线儿断。
噫，郎呀郎，巴不得下一世，你为女来我做男。",卓文君,两汉,180首诗词
冉冉孤生竹,"冉冉孤生竹，结根泰山阿。
与君为新婚，菟丝附女萝。
菟丝生有时，夫妇会有宜。
千里远结婚，悠悠隔山陂。
思君令人老，轩车来何迟！
伤彼蕙兰花，含英扬光辉。
过时而不采，将随秋草萎。
君亮执高节，贱妾亦何为！",佚名,两汉,180首诗词
七步诗,"煮豆燃豆萁，豆在釜中泣。
本是同根生，相煎何太急？",曹植,两汉,180首诗词
观沧海,"东临碣石，以观沧海。
水何澹澹，山岛竦峙。
树木丛生，百草丰茂。
秋风萧瑟，洪波涌起。
日月之行，若出其中；
星汉灿烂，若出其里。
幸甚至哉，歌以咏志。",曹操,两汉,180首诗词
短歌行,"对酒当歌，人生几何！譬如朝露，去日苦多。
慨当以慷，忧思难忘。何以解忧？唯有杜康。
青青子衿，悠悠我心。但为君故，沉吟至今。
呦呦鹿鸣，食野之苹。我有嘉宾，鼓瑟吹笙。
明明如月，何时可掇？忧从中来，不可断绝。
越陌度阡，枉用相存。契阔谈讌，心念旧恩。
月明星稀，乌鹊南飞。绕树三匝，何枝可依？
山不厌高，海不厌深。周公吐哺，天下归心。",曹操,两汉,180首诗词
龟虽寿,"神龟虽寿，犹有竟时。
螣蛇乘雾，终为土灰。
老骥伏枥，志在千里。
烈士暮年，壮心不已。
盈缩之期，不但在天；
养怡之福，可得永年。
幸甚至哉，歌以咏志。",曹操,两汉,180首诗词
饮酒·其五,"结庐在人境，而无车马喧。
问君何能尔？心远地自偏。
采菊东篱下，悠然见南山。
山气日夕佳，飞鸟相与还。
此中有真意，欲辨已忘言。",陶渊明,魏晋,180首诗词
杂诗七首·其四,"南国有佳人，容华若桃李。
朝游江北岸，夕宿潇湘沚。
时俗薄朱颜，谁为发皓齿？
俯仰岁将暮，荣耀难久恃。",曹植,魏晋,180首诗词
燕歌行二首·其一,"秋风萧瑟天气凉，草木摇落露为霜，群燕辞归鹄南翔。
念君客游思断肠，慊慊思归恋故乡，君何淹留寄他方？
贱妾茕茕守空房，忧来思君不敢忘，不觉泪下沾衣裳。
援琴鸣弦发清商，短歌微吟不能长。
明月皎皎照我床，星汉西流夜未央。
牵牛织女遥相望，尔独何辜限河梁。",曹丕,魏晋,180首诗词
赠从弟,"亭亭山上松，瑟瑟谷中风。
风声一何盛，松枝一何劲。
冰霜正惨凄，终岁常端正。
岂不罹凝寒，松柏有本性。",刘桢,魏晋,180首诗词
思吴江歌,"秋风起兮木叶飞，吴江水兮鲈正肥。
三千里兮家未归，恨难禁兮仰天悲。",张翰,魏晋,180首诗词
饮酒·其四,"秋菊有佳色，裛露掇其英。
泛此忘忧物，远我遗世情。
一觞虽独尽，杯尽壶自倾。
日入群动息，归鸟趋林鸣。
啸傲东轩下，聊复得此生。",陶渊明,魏晋,180首诗词
将进酒,"君不见，黄河之水天上来，奔流到海不复回。
君不见，高堂明镜悲白发，朝如青丝暮成雪。

人生得意须尽欢，莫使金樽空对月。
天生我材必有用，千金散尽还复来。
烹羊宰牛且为乐，会须一饮三百杯。

岑夫子，丹丘生，将进酒，杯莫停。
与君歌一曲，请君为我倾耳听。

钟鼓馔玉不足贵，但愿长醉不复醒。
古来圣贤皆寂寞，惟有饮者留其名。
陈王昔时宴平乐，斗酒十千恣欢谑。
主人何为言少钱，径须沽取对君酌。

五花马，千金裘，呼儿将出换美酒，
与尔同销万古愁。",李白,唐,180首诗词
春江花月夜,"春江潮水连海平，海上明月共潮生。
滟滟随波千万里，何处春江无月明！
江流宛转绕芳甸，月照花林皆似霰。
空里流霜不觉飞，汀上白沙看不见。
江天一色无纤尘，皎皎空中孤月轮。
江畔何人初见月？江月何年初照人？
人生代代无穷已，江月年年只相似。
不知江月待何人，但见长江送流水。
白云一片去悠悠，青枫浦上不胜愁。
谁家今夜扁舟子？何处相思明月楼？
可怜楼上月徘徊，应照离人妆镜台。
玉户帘中卷不去，捣衣砧上拂还来。
此时相望不相闻，愿逐月华流照君。
鸿雁长飞光不度，鱼龙潜跃水成文。
昨夜闲潭梦落花，可怜春半不还家。
江水流春去欲尽，江潭落月复西斜。
斜月沉沉藏海雾，碣石潇湘无限路。
不知乘月几人归，落月摇情满江树。",张若虚,唐,180首诗词
饮中八仙歌,"知章骑马似乘船，眼花落井水底眠。

汝阳三斗始朝天，道逢麴车口流涎，恨不移封向酒泉。
左相日兴费万钱，饮如长鲸吸百川，衔杯乐圣称避贤。
宗之潇洒美少年，举觞白眼望青天，皎如玉树临风前。

苏晋长斋绣佛前，醉中往往爱逃禅。
李白斗酒诗百篇，长安市上酒家眠，
天子呼来不上船，自称臣是酒中仙。

张旭三杯草圣传，脱帽露顶王公前，挥毫落纸如云烟。
焦遂五斗方卓然，高谈雄辩惊四筵。",杜甫,唐,180首诗词
蜀道难,"噫吁嚱，危乎高哉！蜀道之难，难于上青天！

蚕丛及鱼凫，开国何茫然！

尔来四万八千岁，不与秦塞通人烟。

西当太白有鸟道，可以横绝峨眉巅。

地崩山摧壮士死，然后天梯石栈相钩连。

上有六龙回日之高标，下有冲波逆折之回川。

黄鹤之飞尚不得过，猿猱欲度愁攀援。

青泥何盘盘，百步九折萦岩峦。

扪参历井仰胁息，以手抚膺坐长叹。

问君西游何时还？畏途巉岩不可攀。

但见悲鸟号古木，雄飞雌从绕林间。

又闻子规啼夜月，愁空山。

蜀道之难,难于上青天，使人听此凋朱颜！

连峰去天不盈尺，枯松倒挂倚绝壁。

飞湍瀑流争喧豗，砯崖转石万壑雷。

其险也如此，嗟尔远道之人胡为乎来哉！

剑阁峥嵘而崔嵬，一夫当关，万夫莫开。

所守或匪亲，化为狼与豺。

朝避猛虎，夕避长蛇；磨牙吮血，杀人如麻。

锦城虽云乐，不如早还家。

蜀道之难,难于上青天，侧身西望长咨嗟！",李白,唐,180首诗词
敕勒歌,"敕勒[chì lè]川，阴山下。
天似穹庐[qióng lú]，笼盖四野[yǎ]。
天苍苍，野茫茫，风吹草低见[xiàn]牛羊。",北朝民歌,,小学必背70首
咏鹅,"鹅、鹅、鹅，曲项向天歌。
白毛浮绿水，红掌拨清波。",骆宾王,唐,小学必背70首
风,"解落三秋叶，能开二月花。
过江千尺浪，入竹万竿斜。",李峤,唐,小学必背70首
咏柳,"碧玉妆成一树高，万条垂下绿丝绦。
不知细叶谁裁出，二月春风似剪刀。",贺知章,唐,小学必背70首
凉州词,"黄河远上白云间，一片孤城万仞山。
羌笛何须怨杨柳，春风不度玉门关。",王之涣,唐,小学必背70首
凉州词1,"葡萄美酒夜光杯，欲饮琵琶马上催。
醉卧沙场君莫笑，古来征战几人回。",王翰,唐,小学必背70首
出塞,"秦时明月汉时关，万里长征人未还。
但使龙城飞将在，不教胡马度阴山。",王昌龄,唐,小学必背70首
送元二使安西(渭城曲),"渭城朝雨浥轻尘，客舍青青柳色新。
劝君更尽一杯酒，西出阳关无故人。",王维,唐,小学必背70首
古朗月行,"小时不识月，呼作白玉盘。
又疑瑶台镜，飞在青云端。
仙人垂两足，桂树何团团。
白兔捣药成，问言与谁餐。
蟾蜍蚀圆影，大明夜已残。
羿昔落九乌，天人清且安。
阴精此沦惑，去去不足观。
忧来其如何，凄怆摧心肝。",李白,唐,小学必背70首
赠汪伦,"李白乘舟将欲行，忽闻岸上踏歌声。
桃花潭水深千尺，不及汪伦送我情。",李白,唐,小学必背70首
早发白帝城,"朝辞白帝彩云间，千里江陵一日还。
两岸猿声啼不住，轻舟已过万重山。",李白,唐,小学必背70首
望天门山,"天门中断楚江开，碧水东流至此回。
两岸青山相对出，孤帆一片日边来。",李白,唐,小学必背70首
别董大,"千里黄云白日曛，北风吹雁雪纷纷。
莫愁前路无知己，天下谁人不识君。",高适,唐,小学必背70首
绝句 两个黄鹂鸣翠柳,"两个黄鹂鸣翠柳，一行白鹭上青天。
窗含西岭千秋雪，门泊东吴万里船。",杜甫,唐,小学必背70首
绝句 迟日江山丽,"迟日江山丽，春风花草香。
泥融飞燕子，沙暖睡鸳鸯。",杜甫,唐,小学必背70首
江畔独步寻花,"黄四娘家花满蹊，千朵万朵压枝低。
留连戏蝶时时舞，自在娇莺恰恰啼。",杜甫,唐,小学必背70首
游子吟 ,"慈母手中线，游子身上衣。
临行密密缝，意恐迟迟归。
谁言寸草心，报得三春晖。",孟郊,唐,小学必背70首
枫桥夜泊,"月落乌啼霜满天，江枫渔火对愁眠。
姑苏城外寒山寺，夜半钟声到客船。",张继,唐,小学必背70首
渔歌子,"西塞山前白鹭飞，桃花流水鳜鱼肥。
青箬笠，绿蓑衣，斜风细雨不须归。",张志和,唐,小学必背70首
塞下曲·其三,"月黑雁飞高，单于夜遁逃。
欲将轻骑逐，大雪满弓刀。",卢纶,唐,小学必背70首
望洞庭,"湖光秋月两相和，潭面无风镜未磨。
遥望洞庭山水翠，白银盘里一青螺。",刘禹锡,唐,小学必背70首
浪淘沙,"九曲黄河万里沙，浪淘风簸自天涯。
如今直上银河去，同到牵牛织女家。",刘禹锡,唐,小学必背70首
赋得古原草送别,"离离原上草，一岁一枯荣。
野火烧不尽，春风吹又生。
远芳侵古道，晴翠接荒城。
又送王孙去，萋萋满别情。",白居易,唐,小学必背70首
池上 其二,"小娃撑小艇，偷采白莲回。
不解藏踪迹，浮萍一道开。",白居易,唐,小学必背70首
忆江南 三首,"江南好，风景旧曾谙。
日出江花红胜火，春来江水绿如蓝，能不忆江南。

江南忆，最忆是杭州。
山寺月中寻桂子，郡亭枕上看潮头，何日更重游。

江南忆，其次忆吴宫。
吴酒一杯春竹叶，吴娃双舞醉芙蓉，早晚复相逢。",白居易,唐,小学必背70首
悯农 其一,"锄禾日当午，汗滴禾下土。
谁知盘中餐，粒粒皆辛苦。",李绅,唐,小学必背70首
悯农 其二,"春种一粒粟，秋收万颗子。
四海无闲田，农夫犹饿死。",李绅,唐,小学必背70首
山行,"远上寒山石径斜，白云生处有人家。
停车坐爱枫林晚，霜叶红于二月花。",杜牧,唐,小学必背70首
蜂,"不论平地与山尖，无限风光尽被占。
采得百花成蜜后，为谁辛苦为谁甜？",罗隐,唐,小学必背70首
小儿垂钓,"蓬头稚子学垂纶，侧坐莓苔草映身。
路人借问遥招手，怕得鱼惊不应人。",胡令能,唐,小学必背70首
书湖阴先生壁 其一,"茅檐长扫净无苔，花木成畦手自栽。
一水护田将绿绕，两山排闼送青来。",王安石,北宋,小学必背70首
六月二十七日望湖楼醉书 其一,"黑云翻墨未遮山，白雨跳珠乱入船。
卷地风来忽吹散，望湖楼下水如天。",苏轼,宋,小学必背70首
饮湖上初晴后雨,"水光潋滟晴方好，山色空濛雨亦奇。
欲把西湖比西子，淡妆浓抹总相宜。",苏轼,宋,小学必背70首
惠崇春江晚景,"竹外桃花三两枝，春江水暖鸭先知。
蒌蒿满地芦芽短，正是河豚欲上时。",苏轼,宋,小学必背70首
秋夜将晓出篱门迎凉有感 其二,"三万里河东入海，五千仞岳上摩天。
遗民泪尽胡尘里，南望王师又一年。",陆游,南宋,小学必背70首
四时田园杂兴 选一,"昼出耘田夜绩麻，村庄儿女各当家。
童孙未解供耕织，也傍桑阴学种瓜。",范成大,宋,小学必背70首
四时田园杂兴 选二,"梅子金黄杏子肥，麦花雪白菜花稀。
日长篱落无人过，唯有蜻蜓蛱蝶飞。",范成大,宋,小学必背70首
题临安邸,"山外青山楼外楼，西湖歌舞几时休。
暖风熏得游人醉，直把杭州作汴州。",林升,宋,小学必背70首
乡村四月,"绿遍山原白满川，子规声里雨如烟。
乡村四月闲人少，才了蚕桑又插田。",翁卷,南宋,小学必背70首
村居,"草长莺飞二月天，拂堤杨柳醉春烟。
儿童散学归来早，忙趁东风放纸鸢。",高鼎,清,小学必背70首
墨梅,"吾家洗砚池头树，朵朵花开淡墨痕。
不要人夸好颜色，只留清气满乾坤。",王冕,元,小学必背70首
石灰吟,"千锤万凿出深山，烈火焚烧若等闲。
粉骨碎身全不怕，要留清白在人间。",于谦,明,小学必背70首
竹石,"咬定青山不放松，立根原在破岩中。
千磨万击还坚劲，任尔东西南北风。",郑燮,清,小学必背70首
所见,"牧童骑黄牛，歌声振林樾。
意欲捕鸣蝉，忽然闭口立。",袁枚,清,小学必背70首
己亥杂诗,"九州生气恃风雷，万马齐喑究可哀。
我劝天公重抖擞，不拘一格降人才。",龚自珍,清,小学必背70首
回乡偶书,"少小离家老大回，乡音无改鬓毛衰。
儿童相见不相识，笑问客从何处来。",贺知章,唐,小学补充70首
从军行 其四,"青海长云暗雪山，孤城遥望玉门关。
黄沙百战穿金甲，不破楼兰终不还。",王昌龄,唐,小学补充70首
独坐敬亭山,"众鸟高飞尽，孤云独去闲。
相看两不厌，只有敬亭山。",李白,唐,小学补充70首
秋浦歌,"白发三千丈，缘愁似个长。
不知明镜里，何处得秋霜。",李白,唐,小学补充70首
赠花卿,"锦城丝管日纷纷，半入江风半入云。
此曲只应天上有，人间能得几回闻。",杜甫,唐,小学补充70首
江南逢李龟年,"岐王宅里寻常见，崔九堂前几度闻。
正是江南好风景，落花时节又逢君。",杜甫,唐,小学补充70首
逢雪宿芙蓉山主人,"日暮苍山远，天寒白屋贫。
柴门闻犬吠，风雪夜归人。",刘长卿,唐,小学补充70首
寒食,"春城无处不飞花，寒食东风御柳斜。
日暮汉宫传蜡烛，轻烟散入五侯家。",韩翃[hóng],唐,小学补充70首
滁州西涧,"独怜幽草涧边生，上有黄鹂深树鸣。
春潮带雨晚来急，野渡无人舟自横。",韦应物,唐,小学补充70首
塞下曲·其二,"林暗草惊风，将军夜引弓。
平明寻白羽，没在石棱中。",卢纶,唐,小学补充70首
竹枝词,"杨柳青青江水平，闻郎江上唱歌声。
东边日出西边雨，道是无晴却有晴。",刘禹锡,唐,小学补充70首
乌衣巷,"朱雀桥边野草花，乌衣巷口夕阳斜。
旧时王谢堂前燕，飞入寻常百姓家。",刘禹锡,唐,小学补充70首
商山早行,"晨起动征铎，客行悲故乡。
鸡声茅店月，人迹板桥霜。
槲叶落山路，枳花明驿墙。
因思杜陵梦，凫雁满回塘。",温庭筠,唐,小学补充70首
菩萨蛮·书江西造口壁,"郁孤台下清江水，中间多少行人泪。
西北望长安，可怜无数山。
青山遮不住，毕竟东流去。
江晚正愁余，山深闻鹧鸪。",辛弃疾,南宋,小学补充70首
咏喇叭,"喇叭，唢呐，曲儿小，腔儿大。
官船来往乱如麻，全仗你抬身价。
军听了军愁，民听了民怕，哪里去辨什么真共假？
眼见的吹翻了这家，吹伤了那家，
直吹的水尽鹅飞罢！",王磐,明,小学补充70首
山村咏怀,"一去二三里，烟村四五家。
亭台六七座，八九十枝花。",邵康节(邵雍),北宋,小学补充70首
登幽州台歌,"前不见古人，后不见来者。
念天地之悠悠，独怆然而涕下。",陈子昂,唐,小学补充70首
夜宿山寺,"危楼高百尺，手可摘星辰。
不敢高声语，恐惊天上人。",李白,唐,小学补充70首
剑客,"十年磨一剑， 霜刃未曾试。
今日把示君， 谁有不平事。",贾岛,唐,小学补充70首
别卢秦卿,"知有前期在，难分此夜中。
无将故人酒，不及石尤风。",司空曙, 唐,小学补充70首
暮江吟,"一道残阳铺水中，半江瑟瑟半江红。
可怜九月初三夜，露似真珠月似弓。",白居易,唐,小学补充70首
大林寺桃花,"人间四月芳菲尽，山寺桃花始盛开。
长恨春归无觅处，不知转入此中来。",白居易,唐,小学补充70首
前出塞,"挽弓当挽强，用箭当用长。
射人先射马，擒贼先擒王。
杀人亦有限，列国自有疆。
苟能制侵陵，岂在多杀伤。",杜甫,唐,小学补充70首
月下独酌 其一,"花间一壶酒，独酌无相亲。
举杯邀明月，对影成三人。
月既不解饮，影徒随我身。
暂伴月将影，行乐须及春。
我歌月徘徊，我舞影零乱。
醒时同交欢，醉后各分散。
永结无情游，相期邈云汉。",李白,唐,小学补充70首
画,"远看山有色，近听水无声。
春去花还在，人来鸟不惊。",王维,唐,小学补充70首
短歌行 其一,"对酒当歌，人生几何。
譬如朝露，去日苦多。
慨当以慷，忧思难忘。
何以解忧，唯有杜康。
青青子衿，悠悠我心。
但为君故，沉吟至今。
呦呦鹿鸣，食野之苹。
我有嘉宾，鼓瑟吹笙。
明明如月，何时可掇。
忧从中来，不可断绝。
越陌度阡，枉用相存。
契阔谈䜩，心念旧恩。
月明星稀，乌鹊南飞。
绕树三匝，何枝可依。
山不厌高，海不厌深。
周公吐哺，天下归心。",曹操,三国,小学补充70首
鸟,"谁道群生性命微，一般骨肉一般皮。
劝君莫打枝头鸟，子在巢中望母归。",白居易,唐,小学补充70首
登科后,"昔日龌龊[wò chuò]不足夸，今朝放荡思无涯。
春风得意马蹄疾，一日看尽长安花。",孟郊,唐,小学补充70首
诗经·关雎,"关关雎鸠，在河之洲。窈窕淑女，君子好逑。
参差荇菜，左右流之。窈窕淑女，寤寐求之。
求之不得，寤寐思服。悠哉悠哉，辗转反侧。
参差荇菜，左右采之。窈窕淑女，琴瑟友之。
参差荇菜，左右芼之。窈窕淑女，钟鼓乐之。",诗经·国风, 先秦,小学补充70首
过华清宫,"长安回望绣成堆，山顶千门次第开。
一骑红尘妃子笑，无人知是荔枝来。",杜牧,唐,小学补充70首
无题 · 相见时难别亦难,"相见时难别亦难，东风无力百花残。
春蚕到死丝方尽，蜡炬成灰泪始干。
晓镜但愁云鬓改，夜吟应觉月光寒。
蓬山此去无多路，青鸟殷勤为探看。",李商隐,唐,小学补充70首
行路难 其一,"金樽清酒斗十千，玉盘珍羞直万钱。
停杯投箸不能食，拔剑四顾心茫然。
欲渡黄河冰塞川，将登太行雪满山。
闲来垂钓碧溪上，忽复乘舟梦日边。
行路难，行路难，多岐路，今安在。
长风破浪会有时，直挂云帆济沧海。",李白,唐,小学补充70首
赤壁,"折戟沉沙铁未销，自将磨洗认前朝。
东风不与周郎便，铜雀春深锁二乔。",杜牧,唐,小学补充70首
白雪歌送武判官归京,"北风卷地白草折，胡天八月即飞雪。
忽如一夜春风来，千树万树梨花开。",岑参,唐,小学补充70首
早春呈水部张十八员外,"天街小雨润如酥，草色遥看近却无。
最是一年春好处，绝胜烟柳满皇都。",韩愈,唐,小学补充70首
约客,"黄梅时节家家雨，青草池塘处处蛙。
有约不来过夜半，闲敲棋子落灯花。",赵师秀,南宋,小学补充70首
雁门太守行,"黑云压城城欲摧，甲光向日金鳞开。
角声满天秋色里，塞上燕脂凝夜紫。
半卷红旗临易水，霜重鼓寒声不起。
报君黄金台上意，提携玉龙为君死。",李贺,唐,小学补充70首
马诗·五,"大漠沙如雪，燕山月似钩。
何当金络脑，快走踏清秋。",李贺,中唐,小学补充70首
天净沙·秋思,"枯藤老树昏鸦，小桥流水人家，古道西风瘦马。
夕阳西下，断肠人在天涯。",元曲作家 马致远,,小学补充70首
秋夜曲,"桂魄初生秋露微，轻罗已薄未更衣。
银筝夜久殷勤弄，心怯空房不忍归。",王维,唐,小学补充70首
子夜秋歌,"长安一片月，万户捣衣声。
秋风吹不尽，总是玉关情。
何日平胡虏，良人罢远征？",李白,唐,小学补充70首
秋登宣城谢脁北楼,"江城如画里，山晚望晴空。
两水夹明镜，双桥落彩虹。
人烟寒橘柚，秋色老梧桐。
谁念北楼上，临风怀谢公？",李白,唐,小学补充70首
秋登兰山寄张五,"北山白云里，隐者自怡悦。
相望试登高，心随雁飞灭。
愁因薄暮起，兴是清秋发。
时见归村人，沙行渡头歇。
天边树若荠，江畔洲如月。
何当载酒来，共醉重阳节。",孟浩然,唐,小学补充70首
中秋月,"暮云收尽溢清寒，
银汉无声转玉盘。
此生此夜不长好，
明月明年何处看。",苏轼,宋,小学补充70首
